J. PO Date,D. PO Date,CB. PO Date,Job Number,Job Name,Location,State,jobstatus,Total Tons,Total LH,Profit,Plant Price,PP / Ton,Profit / LH,K1 Tons,K2 Tons,L2 Tons,L3 Tons,G2 Tons,G3 Tons,L4 Tons,JS Tons,salesperson,takeoffperson,Customer
6/4/2013,,,4613-0073,TARGET #2605,SAN JOSE,CA,D9,181.7713739,23.01159286,2976.13,212353.5,1168.245007,129.3317684,0,111.25,0,0,0,56.1113739,0,0,Victor Karl,Andrea Reynolds,FABCO METAL PRODUCTS
9/4/2013,,,4613-0095,TRACTOR SUPPLY COMPANY,FORTUNA,CA,D9,20.30884863,2.90726757,909.29,24888.3,1225.490448,312.7644697,0,15.54,0,0,0,3.048848629,0,0,Tom Garcia,Tom Garcia,MORELOCK & COMPANY
8/2/2013,,,4613-0101,DELAWARE PROJECT,SANTA CRUZ,CA,D9,4.55,1.841,817.84,8544.45,1877.901099,444.2368278,0,3.18,0,0,0,1.04,0,0,Martha Leon,Jason Sibley ,ROOF STRUCTURES
11/13/2013,,,4613-0106,CITY SPORTS CLUB,SUNNYVALE,CA,D9,30.1,7.217,3114.05,36805.8,1222.784053,431.488153,0,13.93,6.79,0,0,5.86,0,0,Martha Leon,Johnny Martinez,LB CONSTRUCTION INC.
8/2/2013,,,4613-0109,AMMONIA FACILITY PROJECT,STOCKTON,CA,D9,0.42,0.691534162,3323.88,5513.05,13126.30952,4806.530443,0,0,0,0,0,0,0.35,0,Martha Leon,Martha Leon,PACIFIC METAL FABRICATORS
10/2/2013,,,4613-0112,2550 EL CAMINO REAL ,REDWOOD CITY,CA,D9,11.88,3.575,1616.78,11968.2,1007.424242,452.2461538,0,0,9.7,0,0,1.06,0,0,Martha Leon,Jason Sibley ,LB CONSTRUCTION INC.
9/11/2013,,,4613-0116,AMERICAS TIRE VISALIA,VISALIA,CA,D9,10.25,3.339,1731.07,14426.25,1407.439024,518.4396526,0,1.04,6.2,2.06,0,0,0,0,Tom VanGuilder,Jason Sibley ,KD STEEL INC
10/7/2013,,,4613-0118,VINTAGE 29,SACRAMENTO,CA,D9,12.54017751,1.511458471,1058.39,17684.3,1410.211298,700.2441814,0,0.953291297,0,8.78,0,2.002730131,0,0,Martha Leon,Jason Sibley ,NOW INC. BUILDERS
10/11/2013,,,4613-0123,TECHNOLOGY WAY WAREHOUSE LOT 5 &6 ,NAPA,CA,D9,129.27,35.364,7302,171373,1325.698151,206.4811673,0,0,0,90.32,0,32.75,2.14,0,Martha Leon,Lani Fabel,"PANELIZED STRUCTURES, INC"
11/26/2013,,,4613-0128,CONCORD AUDI,CONCORD,CA,D9,13.8,3.732,-322.34,23509.95,1703.619565,-86.37191854,0,0,0,0,0,0,13.02,0,Martha Leon,Martha Leon,FISHER METAL PRODUCTS
10/31/2013,,,4613-0137,24 HOUR FITNESS BROADWAY,REDWOOD CITY,CA,L9,25.19,7.314,578.43,41327.6,1640.635173,79.08531583,0,9.77,0,0,0,10.02,0,0,Chris Cline,Martha Leon,"STEEL ENCOUNTERS, INC"
12/26/2013,,,4613-0138,BOTHMAN INC BUILDING,SANTA CLARA,CA ,L9,15.86,6.82,-1240.14,24209,1526.418663,-181.8387097,0,0,7.46,3.4,0,3.26,0,0,Martha Leon,Johnny Martinez,"JD2, INC."
2/18/2014,,,4613-0140,LOMBARD CROSSING BLDGS. 136 AND 151,AMERICAN CANYON,CA,L9,350.8132114,41.7620914,9921.36,501739.6,1430.218657,237.568562,0,0,229.9,20.27,0,80.24057007,11.4026413,0,Martha Leon,Jason Sibley ,"PANELIZED STRUCTURES, INC"
9/20/2013,,,4613-0141,RIVERSIDE COMMERCE CENTER V,WEST SACRAMENTO,CA,D9,62.34764595,7.27442646,2728.69,86614,1389.210429,375.1072356,0,37.06,0,0,0,22.89764595,0,0,Martha Leon,Lani Fabel,"PANELIZED STRUCTURES, INC"
10/16/2013,,,4613-0143,SANTA CLARA TOWN CENTRE ,SANTA CLARA,CA,D9,14.74611058,3.124057949,3124.65,29080,1972.045431,1000.189514,0,7.69,0,0,0,5.596110582,0,0,Martha Leon,Inside,CIARRA CONSTRUCTION 
1/3/2014,,,4613-0144,ORCHARD GARDEN CENTER,SAN JOSE ,CA,D9,2.22065852,0.576712132,1240.38,5304.9,2388.885978,2150.778408,0,0,1.9,0,0,0,0,0,Tony King,Tony King,PARADIGM STEEL FABRICATORS
11/25/2013,,,4613-0150,PROGRESSIVE REGIONAL CLAIMS CENTER,WALNUT CREEK,CA,D9,17.69,6.616,2737.08,24019.5,1357.801018,413.7061669,0.41,8.67,0,0,0,5.88,0,0,Tom VanGuilder,Jason Sibley ,KD STEEL INC
10/10/2013,,,4613-0155,TAYLOR FARMS SCHILLING COOLER ADD,SALINAS,CA,D11,36.02946401,2.910454631,4366.06,40568,1125.967347,1500.129895,0,0,8.650471687,25.90959167,0,0,0,0,Martha Leon,Lani Fabel,AMERICAN STEEL & STAIRWAYS INC
10/24/2013,,,4613-0156,GILMAN NORTH REDEVELOPMENT,BERKELEY,CA,D9,13.13,3.441,2591.2,17183.8,1308.743336,753.0369079,0,2.39,8.84,0,0,0,0,0,Tom VanGuilder,Inside,KD STEEL INC
11/27/2013,,,4613-0159,"THE CROSSINGS AT 800 BLDG 1,2,3 ",FREMONT,CA,L9,871.7716062,98.35282963,70630.37,1199742,1376.211374,718.1325669,0,24.35631585,496.44,13.2682274,0,276.75,18.54706299,0,Martha Leon,Lani Fabel,"PANELIZED STRUCTURES, INC"
12/23/2013,,,4613-0163,MARKETPLACE AT BIRDCAGE,CITRUS HEIGHTS,CA,D9,10.49,3.452,3170.76,15139.55,1443.236416,918.5283893,0,0,6.49,0,0,2.84,0,0,Martha Leon,Lani Fabel,PHILLIPS STEEL
10/24/2013,,,4613-0166,PETRO STOPPING CENTER ,BAKERSFIELD,CA,L9,0.74,0.224,825.57,1644,2221.621622,3685.580357,0,0.66,0,0,0,0,0,0,Chris Cline,Customer List,"STEEL ENCOUNTERS, INC"
11/27/2013,,,4613-0173,TARGET #2830,SANTA CLARA,CA,D9,190.67,54.641,16650.05,233958,1227.030996,304.7171538,0,117.28,0,0,0,57.68,0,0,Tom VanGuilder,Jason Sibley ,KD STEEL INC
1/29/2014,,,4613-0181,LOVES COUNTRY STORE # 538,LODI,CA,L9,15.49,3.279,2259.76,19419.7,1253.692705,689.1613297,0.09,14.29,0,0,0,0,0,0.08,Dale Hansen,Koren Ellis,TELKO ENTERPRISES
2/7/2014,,,4613-0191,SKYLARK EXPANSION,TRACY,CA,D9,151.3783003,21.59204793,4516.03,245179.25,1619.645944,209.1524627,0,0,58.91,6.492346287,0,41.98832321,30.81763077,0,Martha Leon,Johnny Martinez,HERRICK CORPORATION
1/31/2014,,,4614-0004,WESTSIDE PROFESSIONAL II,FAIRFIELD,CA,D9,31.32,7.57,4257.53,46382.4,1480.91954,562.4214003,0,0,20.86,0.68,0,8.88,0,0,Martha Leon,Jason Sibley ,"SUBURBAN STEEL, INC."
3/10/2014,,,4614-0005,CCWF FACILITY A GP/EOP TREATMENT & OFFIC,CHOWCHILLA,CA,D9,9.27,2.301,2465.59,13864.65,1495.647249,1071.52977,0,8.61,0,0,0,0,0,0,Martha Leon,Jason Sibley ,FISHER METAL PRODUCTS
1/30/2014,,,4614-0009,STUDIO MOVIE GRILL AT ROCKLIN COMMONS,ROCKLIN,CA,D9,53.17,15.371,3356.17,72974.7,1372.478841,218.3442847,0.22,0,36.94,0.94,0,11.63,0,0,Mike Powell ,Chris Cline,BASIC METALS
4/4/2014,,,4614-0014,CVS# 09828,HANFORD,CA,D9,17.93,7.251,2004.16,26246.2,1463.814835,276.3977382,0,10.35,0,0,0,5.72,0,0,Martha Leon,Koren Ellis,FISHER METAL PRODUCTS
8/29/2014,,,4614-0017,VOC RESIDENCE,NAPA,CA,D9,2.02,1.006,875.38,3109.1,1539.158416,870.1590457,1.48,0,0,0,0,0,0,0.34,Martha Leon,Sheri Woolsey,VALLEY IRON WORKS
3/13/2014,,,4614-0019,BRIGHT HOUSE,BAKERSFIELD,CA,D9,4.31,1.003,818.96,5456,1265.893271,816.5104686,0.33,0,3.77,0,0,0,0,0,Tony King,Tony King,MIKE OWENS FABRICATION
4/7/2014,,,4614-0022,DICKS SPORTING GOODS #1049,SANTA ROSA,CA,D11,60.63726153,6.422615655,2987.46,73090,1205.36446,465.1469371,0.364413291,37.97299194,0,0,0,16.79034996,0,0,Mike Powell ,Johnny Martinez,BASIC METALS
5/22/2014,,,4614-0024,STARR KING ELEMENTARY ,SAN FRANCISCO,CA,D9,3.43,0.914,4222.86,7964.25,2321.938776,4620.196937,0,3.01,0,0,0,0,0,0,Martha Leon,Johnny Martinez,TLK STEEL INC.
2/26/2014,,,4614-0027,BIRCH MOB,CLOVIS,CA,D9,17.57,4.61,2374.92,31923.9,1816.955037,515.1670282,0,15.48,0,0,0,0,0,0,Martha Leon,Martha Leon,"SUBURBAN STEEL, INC."
2/11/2014,,,4614-0032,SAFEWAY #2870 ,OAKLAND ,CA,D9,2.4,1.214,1108.95,4329.9,1804.125,913.4678748,0,1.93,0,0,0,0,0,0.07,Tony King,Jason Sibley ,PARADIGM STEEL FABRICATORS
2/27/2014,,,4614-0034,HERITAGE CINEMAS 16,FRESNO,CA,D9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mike Powell ,Johnny Martinez,BASIC METALS
2/21/2014,,,4614-0035,SAFEWAY #2900,SAN JOSE,CA,D9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Martha Leon,Jason Sibley ,MARTINS METAL FAB
9/16/2014,,,4614-0036,RALEY BLVD & VINCI AVE,SACRAMENTO,CA,L9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Martha Leon,Martha Leon,"PANELIZED STRUCTURES, INC"
5/5/2014,,,4614-0038,GREENWOOD COMMERCE CENTER BLDG A,NAPA ,CA,D9,327.0212721,36.41736054,18039.93,451046.3,1379.256759,495.3662135,0,0,14.23873234,202.46,0,88.78065491,8.31188488,0,Martha Leon,Sheri Woolsey,ROOF STRUCTURES
4/21/2014,4/21/2014,,4614-0040,USCG TRACEN PETALUMA ,PETALUMA,CA,D9,11.94,2.4,1401.86,15598,1306.365159,584.1083333,0,10.86,0,0,0,0,0,0,Victor Karl,Jason Sibley ,HASKELL
3/12/2014,,,4614-0042,COSTCO TIRE EXPANSION,LIVERMORE,CA,D9,0.77,0.121563673,365.56,1296.25,1683.441558,3007.14836,0,0.62,0,0,0,0,0,0,Martha Leon,Jason Sibley ,VALLEY IRON WORKS
8/4/2014,,,4614-0043,INTERSTATE TRUCK CENTER- CANOPY,FRENCH CAMP,CA,D9,7.03,0.685370013,1252.16,8753.25,1245.128023,1826.98393,0,1.03,4.89,0,0,0,0,0,Johnny Martinez,Johnny Martinez,LB CONSTRUCTION INC.
6/13/2014,,,4614-0046,UNFI ,GILROY,CA,D9,741.8103756,85.76181929,17522.85,939877,1267.004387,204.3199427,3.68,112.1310983,182.7319794,179.75,0,198.0886158,24.6907177,0.187964499,Chris Reeves,Johnny Martinez,STALEY STEEL INC.
3/7/2014,,,4614-0048,SIERRA VISTA CHILDREN'S CENTER ADDITION ,MODESTO ,CA,L9,0.69,0.114187829,343.23,1417,2053.623188,3005.836983,0,0.62,0,0,0,0,0,0,Martha Leon,Customer List,"PANELIZED STRUCTURES, INC"
8/29/2014,,,4614-0050,INTERSTATE TRUCK CENTER,STOCKTON,CA,D9,137.8504276,15.10313016,13460,204515,1483.600767,891.2059855,0,61.27734947,0,40.49,0,30.90307808,0,0,Martha Leon,Lani Fabel,"PANELIZED STRUCTURES, INC"
4/4/2014,,,4614-0055,WALGREENS #16058 ,ROSEVILLE,CA,D9,15.41,4.65,814.62,22721.5,1474.464633,175.1870968,0,8.82,0,0,0,4.45,0,0,Martha Leon,Sheri Woolsey,BERGER STEEL CORP.
4/4/2014,,,4614-0056,COREMARK WEST SAC INDUSTRIAL BLDG J ,SACRAMENTO,CA,L9,406.13,88.33,4743.1,510928,1258.040529,53.69749802,0,266.37,0,0,0,83.66,44.8,0,Martha Leon,Koren Ellis,"PANELIZED STRUCTURES, INC"
4/7/2014,,,4614-0058,DICKS SPORTING GOODS #1182,TURLOCK,CA,D9,60.43,16.1,3390.75,74264,1228.92603,210.6055901,0,38.28,0,0,0,17.86,0,0.03,Tony King,Sheri Woolsey,MIKE OWENS FABRICATION
5/5/2014,,,4614-0064,CVS PHARMACY #9251,PLEASANTON,CA,L9,21.12138515,2.855592638,2855.85,27375.8,1296.117646,1000.090126,2.431228399,9.43,0,0,0,7.140156746,0,0,Chris Cline,Customer List,"STEEL ENCOUNTERS, INC"
4/30/2014,,,4614-0065,4 SPEC WAREHOUSE 1550 PACIFIC ST ,UNION CITY ,CA,L9,402.4130028,44.13478541,4414.23,556471.25,1382.836156,100.0170264,0,190.76,19.67374992,65.24,0,95.52,13.68925285,0,Martha Leon,Sheri Woolsey,"PANELIZED STRUCTURES, INC"
4/28/2014,,,4614-0066,CITY SPORTS CLUB HAYWARD,HAYWARD,CA,L9,57.57,14.22,422.37,72751.2,1263.699844,29.70253165,0,35.42,0,0,0,19.44,0,0,Martha Leon,Jason Sibley ,"PANELIZED STRUCTURES, INC"
4/16/2014,,,4614-0068,DICKS SPORTING GOODS #1170,FREMONT,CA,L9,77.01,18.03,785.73,92330,1198.935203,43.57903494,0.35,48.91,0,0,0,23.26,0,0.05,Chris Cline,Sheri Woolsey,"STEEL ENCOUNTERS, INC"
7/17/2014,,,4614-0080,SAN RAFAEL MEDICAL SHELL,SAN RAFAEL,CA,D9,14.59,2.191644132,984.9,22474,1540.370117,449.388651,0,8.15,0,0,0,4.43,0,0,Martha Leon,Sheri Woolsey,LB CONSTRUCTION INC.
6/13/2014,,,4614-0081,RANCHO SAN MIGUEL MARKET,LIVINGSTON,CA,L9,76.61,22.358,1875.74,100323.65,1309.537267,83.89569729,0,6.72,32.19,9.73,0,17.12,8.94,0,Martha Leon,Johnny Martinez,"PANELIZED STRUCTURES, INC"
5/30/2014,,,4614-0090,MAJOR 1 BUILDING,REDLANDS ,CA,D9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Martha Leon,Martha Leon,"PANELIZED STRUCTURES, INC"
6/26/2014,,,4614-0093,CVS # 10503,MCKINLEYVILLE,CA,D9,28.27,7.71,3043.51,35657.5,1261.31942,394.7483787,0,13.59,0,0,0,12.61,0,0,Tom VanGuilder,Johnny Martinez,KD STEEL INC
6/16/2014,,,4614-0097,WHOLE FOODS DUBLIN,DUBLIN,CA,D9,43.7,12.129,1534.33,65046.75,1488.483982,126.5009481,0,25.45,0,0,0,17.23,0,0,Martha Leon,Lani Fabel,"PANELIZED STRUCTURES, INC"
9/25/2014,,,4614-0098,TITUS WINERY,ST HELENA,CA,D9,5.11,1.58,1495.01,7007.8,1371.389432,946.2088608,0.18,2.75,0,0,0,1.59,0,0,Martha Leon,Sheri Woolsey,VALLEY IRON WORKS
6/16/2014,,,4614-0103,FANCHER CREEK BUSINESS PARK BLDG.1,FRESNO,CA,D9,204.4,46.693,14309.72,293445.9,1435.645303,306.4639239,0,129.81,0,0,0,67.67,0,0,Martha Leon,Sheri Woolsey,ROOF STRUCTURES
6/27/2014,,,4614-0106,HOME GOODS & NORDSTROM RACK ,DUBLIN,CA,L9,66.49,17.894,2281.38,89649.25,1348.311776,127.4941321,0,35,0,0,0,29.68,0,0,Martha Leon,Jason Sibley ,"PANELIZED STRUCTURES, INC"
10/3/2014,,,4614-0113,SUN GARDEN CENTER- JR. ANCHOR 1&2,SAN JOSE,CA,D9,32.19327258,3.2101584,7084.17,42147.2,1309.192779,2206.797646,0.269236684,20.35,0,0,0,7.814035892,0,0,Johnny Martinez,Koren Ellis,B.T. MANCINI COMPANY
9/9/2014,,,4614-0120,CVS # 10360 LIVINGSTON ,LIVINGSTON,CA,D9,27.17,7.806,1925.25,31795.7,1170.250276,246.6372022,0,13.27,0,0,0,12.2,0,0,Martha Leon,Courtney Thran ,FISHER METAL PRODUCTS
10/10/2014,,,4614-0123,CUPERTINO VILLAGE REDEVELOPMENT ,CUPERTINO,CA,D9,18.5568218,2.222496621,1750.41,25173.1,1356.54156,787.587249,1.14,13.89,0,0,0,0,0,0.326821804,Martha Leon,Jason Sibley ,"SUBURBAN STEEL, INC."
7/18/2014,,,4614-0132,US COLD STORAGE PHASE III EXPANSION,TURLOCK,CA,D9,179.8917502,21.57348043,20499.97,247821,1377.611812,950.2393491,1.34,61.95450974,64.12613678,3.191103697,0,37.75,0,0,Tom VanGuilder,Lani Fabel,KD STEEL INC
12/1/2014,,,4614-0132R1,US COLD STORAGE PHASE III EXPANSION,TURLOCK,CA,D9,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,,,KD STEEL INC
10/10/2014,,,4614-0137,HP HOOD ,SACRAMENTO ,CA,D9,35.35,10.249,5379.78,51722.8,1463.162659,524.9077959,0,8.23,0,0,0,21.43,0,0,Johnny Martinez,Johnny Martinez,BERGER STEEL CORP.
8/22/2014,,,4614-0142,MICRO PARADOX,PLEASANT GROVE,CA,D9,17.92,4.864,1772.04,28462.5,1588.309152,364.3174342,0,11.5,0,0,0,6.01,0,0,Martha Leon,Johnny Martinez,"PANELIZED STRUCTURES, INC"
8/15/2014,,,4614-0157,PRESS ROOM,MODESTO,CA,L9,7.61,1.635,1166,12515.9,1644.664915,713.1498471,0,7.46,0,0,0,0,0,0,Martha Leon,Martha Leon,"PANELIZED STRUCTURES, INC"
10/17/2014,,,4614-0158,SHERIFFS JAIL-DAY CENTER,CERES,CA,L9,14.19599468,1.595694616,3487.07,25933.5,1826.818098,2185.299094,0,0,10.72,1.826154947,0,0.989839733,0,0,Martha Leon,Jason Sibley ,"PANELIZED STRUCTURES, INC"
9/17/2014,,,4614-0161,BUTTE REGIONAL TRANSIT OPERATIONS CENTER,CHICO,CA,D9,38.86123376,6.805410475,5445.19,74479,1916.537196,800.1266081,0,28.24355125,4.84,0,0,2.317682505,0,0,Johnny Martinez,Jason Sibley ,FIFE METAL FABRICATING INC
9/30/2014,,,4614-0163,CONTREAUX BUILDING N ,SANTA ROSA,CA,D9,38.8615321,3.78576982,4565.32,56497,1453.802693,1205.915895,0,0,28.89,0,0,8.981532097,0,0,Martha Leon,Johnny Martinez,"PANELIZED STRUCTURES, INC"
9/30/2014,,,4614-0165,M.A. SILVA BUILDING P ,SANTA ROSA,CA,D9,97.35,9.890946388,12858.61,141377,1452.254751,1300.038388,0,0,66.87,0,0,26.97,0,0,Martha Leon,Johnny Martinez,"PANELIZED STRUCTURES, INC"
12/4/2014,,,4614-0169,"T-MOBILE EXPANSION WEST SACRAMENTO						",SACRAMENTO,CA,L9,11.85,3.256,2335.12,19316.9,1630.118143,717.1744472,0,11.21,0,0,0,0,0,0,Johnny Martinez,Johnny Martinez,"JD2, INC."
10/9/2014,,,4614-0178,BENITO,SANTA CRUZ,CA,L9,0.511587132,0.245,411.4,1158.85,2265.205528,1679.183673,0.491587132,0,0,0,0,0,0,0,Johnny Martinez,Customer List,EKM METERING INC
10/10/2014,,,4614-0185,GE HITACHI DEVELOPMENT SHOP ,SAN JOSE ,CA,L9,6.97,2.787,3268.96,12589.1,1806.183644,1172.931468,0,0,0,0,0,6.97,0,0,Chris Cline,Customer List,GEM BUILDINGS
12/22/2014,,,4614-0186,PACIFIC COMMONS PLANNING BLDG J1 & J2,FREMONT,CA,D9,17.31,5.532,5253.14,27412,1583.593299,949.5914678,0,0,6.23,0,0,9.18,0,0,Johnny Martinez,Jason Sibley ,TECHNICAL STEEL CONST. INC.
12/22/2014,,,4614-0189,RUSH CREEK LODGE,GROVELAND,CA,D9,9.14,1.201931477,1253.3,15421.6,1687.26477,1042.738313,8.42,0,0,0,0,0,0,0,Johnny Martinez,Johnny Martinez,LB CONSTRUCTION INC.
10/17/2014,,,4614-0190,TI FRESHPOINT COLD STORAGE MEZZ,TURLOCK,CA,D9,3.92,0.695649564,1391.39,9087,2318.112245,2000.130628,0,3.79,0,0,0,0,0,0,Johnny Martinez,Sheri Woolsey,MAR METALS INC.
10/29/2014,,,4614-0197,TESLA HPDC,LATHROP,CA,L9,87.5827861,13.12104189,24409.72,146392.9,1671.480282,1860.349216,0,0,0,72.78,0,10.8127861,0,0,Johnny Martinez,Johnny Martinez,"JD2, INC."
2/19/2015,,,4614-0197A1,TESLA HPDC,LATHROP,CA,L9,3.93,1.022,1835.1,7193,1830.279898,1795.596869,0,0,3.83,0,0,0,0,0,,,"JD2, INC."
12/8/2014,,,4614-0208,PATEL RESIDENCE ,BELMONT,CA,D9,0.952467999,0.475,561.66,1715.15,1800.742915,1182.442105,0.84,0,0,0,0,0,0,0.032467999,Johnny Martinez,Johnny Martinez,JOEL HEWATT CO.
12/11/2014,,,4614-0210,BUFFALO WILD WINGS,TURLOCK,CA,D9,6.33,1.709,887.04,8646,1365.876777,519.0403745,0,5.6,0,0,0,0,0,0,Johnny Martinez,Johnny Martinez,"LHL CONSTRUCTION, INC."
1/6/2015,,,4614-0213,DAVIS WOODLAND WATER SUPPLY-OPS BLDG,WOODLAND ,CA,L9,6.4,2.472,1809.05,12036.35,1880.679688,731.816343,0,4.55,0,0,0,0,0,0.42,Johnny Martinez,Johnny Martinez,"JD2, INC."
12/11/2014,,,4614-0219,KOWLOON AUTO SALES ,SAN JOSE,CA,D9,6.43,1.587,1251.36,11061.1,1720.233281,788.5066163,0,4.52,0,0,0,1.64,0,0,Martha Leon,Martha Leon,"PANELIZED STRUCTURES, INC"
1/8/2015,,,4614-0233,NEW COMMERCIAL BUILDING ,SAN FRANCISCO,CA,D9,3.02,1.024,1576.42,7447.35,2466.009934,1539.472656,0,2.96,0,0,0,0,0,0,Johnny Martinez,Johnny Martinez,SF RENTS 
1/13/2015,,,4615-0001,MOUNTAIN VIEW MOB SHELL- 412 NEL CAMINO,MOUNTAIN VIEW ,CA,D9,7.85,2.704,2703.08,17451.95,2223.178344,999.6597633,0,3.07,0,0,0,3.58,0,0,Tony King,Koren Ellis,"PROJECT STEEL COMPANY, INC."
4/2/2015,,,4615-0002,"TRUCKEE DONNER AQUATIC ADDITION								",TRUCKEE,CA,D9,112.97,36.769,73831.5,242436,2146.021068,2007.982268,0,0,23.32,10.06,0,0,76.01,0,Johnny Martinez,Jason Sibley ,FIFE METAL FABRICATING INC
3/19/2015,,,4615-0006,"MEDICAL OFFICE BUILDING								",SANTA ROSA,CA,D9,16.52,4.245,4115.08,26554,1607.384988,969.3945819,0,12.47,0,0,0,2.86,0,0,Martha Leon,Koren Ellis,"SUBURBAN STEEL, INC."
1/23/2015,,,4615-0009,NORTH POINT BLDGS. 22 & 23,FRESNO,CA,L9,76.18566067,8.442757964,16192.44,122651.6,1609.904002,1917.908824,0,54.8,0,0,0,18.36566067,0,0,Martha Leon,Koren Ellis,"PANELIZED STRUCTURES, INC"
2/24/2015,,,4615-0011,NORTH MEADOWS LOT 29,BAKERSFIELD,CA,L9,55.07100432,6.158740938,18492.47,88762,1611.773765,3002.63807,0,0,20.54345322,14.71639156,0,14.0092144,3.71657753,0,Martha Leon,Jason Sibley ,"PANELIZED STRUCTURES, INC"
2/16/2015,,,4615-0012,NORTH MEADOWS BUSINESS PARK LOT #1,BAKERSFIELD,CA,L9,50.05499928,6.288380146,12464.23,82938,1656.937393,1982.105043,0,0,16.16,16.52157402,0,14.86342525,0,0,Martha Leon,Courtney Thran ,"PANELIZED STRUCTURES, INC"
5/1/2015,,,4615-0020,J.S AGRICULTURE,BAKERSFIELD,CA,L9,86.49828903,8.494232178,23162.12,131217,1516.989544,2726.805615,0,60.05,0,0,0,22.32828903,0,0,Martha Leon,Martha Leon,"PANELIZED STRUCTURES, INC"
10/8/2015,,,4615-0027,DESHESH DARBAR LODI SIKH TEMPLE,LODI,CA,D9,6.86,0.615833282,8529.78,29185,4254.373178,13850.79411,0,0,0,0,0,0,5.57,0,Johnny Martinez,Johnny Martinez,PACIFIC BUILDERS
3/6/2015,,,4615-0035,HARLAN RD I5 LOGISTICS,LATHROP,CA,L9,883.0067261,110.0794563,194387.01,1402696.3,1588.545431,1765.879088,0,0,507.91,0,0,328.4567261,0,0,Martha Leon,Lani Fabel,"PANELIZED STRUCTURES, INC"
2/20/2015,,,4615-0037,LA GUARDIA DISTRIBUTION WAREHOUSE,SALINAS,CA,L9,20.20884991,2.07197988,6242.97,32847,1625.377008,3013.045667,0,14.59,0,0,0,5.208849907,0,0,Martha Leon,Courtney Thran ,"PANELIZED STRUCTURES, INC"
8/7/2015,,,4615-0039,BEECHCRAFT RD AND CESSNA DR ,VACAVILLE ,CA,D9,158.6909068,16.34766054,36691.68,252679,1592.271448,2244.460601,0,96.83,0,0,0,58.62090683,0,0,Martha Leon,Johnny Martinez,"PANELIZED STRUCTURES, INC"
2/4/2015,,,4615-0040,JD2 NEW OFFICE SHOW PIECE,AUBURN,CA,D9,0.369250715,0.053181816,0,0,0,0,0,0,0.369250715,0,0,0,0,0,Damon Hunter,Customer List,"JD2, INC."
3/9/2015,,,4615-0041,CAPITOL BUICK/GMC,SAN JOSE,CA,D9,6.91,2.378,2089.67,12459.1,1803.053546,878.7510513,0.78,5.14,0,0,0,0,0,0,Johnny Martinez,Sheri Woolsey,STROUSS BROS. CONSTRUCTION INC
2/25/2015,2/25/2015,,4615-0045,JOINT INTAKE AND FISH SCREEN PROJECT,SACRAMENTO,CA,D9,6.39,1.398,2611.94,10732.9,1679.640063,1868.340486,0,5.74,0,0,0,0,0,0,Martha Leon,Jason Sibley ,PACIFIC METAL FABRICATORS
2/26/2015,,,4615-0046,MONTEREY REGIONAL WASTE MANAGEMENT,MARINA,CA,D9,3.6,1.393,1831.2,6047.5,1679.861111,1314.572864,0,2.89,0,0,0,0,0,0,Martha Leon,Jason Sibley ,KASCO FAB
7/21/2015,,,4615-0047,BALLOU RESIDENCE ,BUTTE VALLEY ,CA,D9,1.42,0.646,474.16,7858.4,5534.084507,733.993808,0,1.03,0,0,0,0,0,0,Johnny Martinez,Johnny Martinez,ADVANCED BUILDING METAL FAB
5/22/2015,,,4615-0049,BLUE DIAMOND GROWERS,SALIDA,CA,L9,102.46,26.452,42369.96,151499.15,1478.617509,1601.76773,0,0,68.72,21.21,0,9.1,0,0,Johnny Martinez,Jason Sibley ,"JD2, INC."
4/17/2015,,,4615-0052,CNA- HARVEST CRISP MANAFACTURING,FAIRFIELD,CA,D9,52.93,15.377,11547.84,76218.6,1439.988664,750.9813358,0,0,32.68,0,0,13.74,0,0,Inside,Johnny Martinez,PROSTEEL INC.
4/2/2015,,,4615-0053,BUCHANAN CROSSINGS-MAJOR D,ANTIOCH,CA,D9,18.44994598,2.216108084,4021.88,40210.9,2179.458955,1814.83928,0,9.55,0,0,0,8.389945984,0,0,Johnny Martinez,Johnny Martinez,LB CONSTRUCTION INC.
4/8/2015,,,4615-0055,CVS #09927,VALLEJO,CA,L9,25.96,7.472,8547.6,40046.5,1542.623267,1143.950749,0,11.69,0,0,0,12.22,0,0,Chris Cline,Courtney Thran ,"STEEL ENCOUNTERS, INC"
3/10/2015,,,4615-0056,PACIFIC COMMONS TOWER ,FREMONT,CA,D9,1.04,0.286,748.58,1510.5,1452.403846,2617.412587,0,0,0.76,0,0,0,0,0,Johnny Martinez,Sheri Woolsey,TECHNICAL STEEL CONST. INC.
5/8/2015,,,4615-0060,HILMAR INGREDIENTS TURLOCK PLANT,TURLOCK,CA,D9,11.05,3.213,4743.6,17536,1586.968326,1476.377218,0,10.44,0,0,0,0,0,0,Martha Leon,Sheri Woolsey,VALLEY IRON WORKS
