Date Quoted,Job Number,Job Name,Location,State,Total Tons,MatCost,Total LH,Profit,Plant Price,Plant Price Ton,Profit LH,K1 Tons,K2 Tons,L2 Tons,L3 Tons,G2 Tons,G3 Tons,L4 Tons,JS Tons,Page,Coordinator,Salesperson,TakeoffPerson
3/12/2015,4815-0006,NEW WEST WENDOVER ELEMENTARY,ELKO,NV,72.11337948,54263.1182,13.41606349,54586.71439,156194.9733,2165.963853,4068.757906,2.910494089,28.23870277,7.030469894,0,0,0,28.79198837,0,0,ANDREA.REYNOLDS,Chris Cline,Lani Fabel
3/17/2015,4815-0007,RAINES MARKET & ACE HARDWARE,EUREKA,NV,49.95155643,37744.608,5.761736542,13516.18534,70687.0882,1415.112826,2345.852721,0.753441811,32.15227509,0,0,0,13.3444767,0,0,0,JAIMIE.WALLACE,Chris Cline,Courtney Thran 
1/11/2016,4815-0007A ,RAINES MARKET & ACE HARDWARE,EUREKA,NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIM.KLENAKIS,Inside,Inside
3/18/2015,4815-0008,RED ROCK 200,RENO,NV,309.0872906,242305.1442,36.55792618,40213.7188,452754.5039,1464.811131,1100,0,0,143.5191956,25.66121292,0,69.44818878,59.91312408,0,0,ANDREA.REYNOLDS,Chris Varner,Inside
3/19/2015,4815-0009,BATTLE MOUNTAIN GENERAL HOSPITAL,BATTLE MOUNTAIN,NV,0.441572174,331.4182,0.081318177,325.2727091,928.7772,2103.341772,4000,0,0,0.221831217,0.219740957,0,0,0,0,0,JASON.SIBLEY,Chris Cline,Customer List
3/20/2015,4815-0010,CARSON CITY ANIMAL SERVICES,CARSON CITY,NV,0.993938774,729.4103,0.113914154,501.2222797,1631.6696,1641.619829,4400,0.807917714,0,0,0,0,0,0,0,0,JAIMIE.WALLACE,Chris Cline,Sheri Woolsey
3/24/2015,4815-0011,NAS FALLON TACTICAL GROUND MOBILTIY ,FALLON,NV,38.44421577,28533.2462,4.691675752,15013.36241,59582.334,1549.838716,3200,1.177050591,32.52362823,0,0,0,0,0,0,0,TIFFANY.MORRIS,Chris Cline,Jason Sibley 
4/10/2015,4815-0012,NV ENERGY NEW ELKO FACILITY ,ELKO,NV,6.000873685,4455.7574,0.725712657,1814.281642,8849.4297,1474.690214,2500,0,4.736330509,0,0,0,0,0,0,0,TIFFANY.MORRIS,Chris Cline,Jason Sibley 
4/10/2015,4815-0013,***DO NOT USE****,FALLON,NV,96.7204496,74802.873,11.86176729,47447.06917,162412.4712,1679.19475,4000,0,35.4068222,0,0,0,0,51.70871735,0,0,HEIDI.MCALEXANDER,Chris Cline,Jason Sibley 
4/10/2015,4815-0014,"AQUA METALS				",SPARKS,NV,159.2442652,119162.2538,20.36598372,30617.47603,219972.3536,1381.351807,1503.363474,0,73.07853699,20.78153038,0,0,42.31057739,0,0,0,STEFANIE.HANKS,Chris Cline,Customer List
4/15/2015,4815-0015,PROJECT DIABLO,RENO,NV,352.1836226,291447.2154,42.81993723,171279.7489,604387.1863,1716.113833,4000,0,0,28.54199409,20.74810219,0,0,292.808136,0,0,JAIMIE.WALLACE,Chris Cline,Sheri Woolsey
4/17/2015,4815-0016,P-418 SOF TGMT NAS FALLON,FALLON,NV,36.82433724,27605.1297,3.891551286,18816.93507,60241.7369,1635.921823,4835.3301,1.117120981,28.93479538,0,0,0,0,0,0,0,STEFANIE.HANKS,Chris Cline,Customer List
4/21/2015,4815-0017,DICK'S SPORTING GOODS #1215,RENO,NV,128.9521054,98558.5316,22.42302625,23058.22112,199532.8031,1547.340406,1028.327794,0,0,92.69372559,0.629462123,0,29.81673241,0,0.189970002,0,HEIDI.MCALEXANDER,Inside,Andrea Reynolds
4/27/2015,4815-0018,"CINEMA & DICKS				",RENO,NV,90.96435302,69310.968,13.37603903,53504.15611,166195.4903,1827.039767,4000,0,0,63.04008865,0,0,27.45103836,0,0,0,STEFANIE.HANKS,Chris Cline,Customer List
4/29/2015,4815-0019,"LAMOILLE BUS TERMINAL				",LAMOILLE,NV,19.98291759,15378.3752,3.246804237,11363.81483,37275.2335,1865.354913,3500,0,0,0,0,0,0,19.64316559,0,0,STEFANIE.HANKS,Chris Cline,Customer List
5/6/2015,4815-0020,HELICOPTER PARTS INTERNATIONAL,MINDEN,NV,104.2893133,80468.3282,13.76695135,10325.21351,151410.1438,1451.827987,750,0,0,52.39118576,5.694072247,0,38.80766296,2.011024237,0,0,HEIDI.MCALEXANDER,Martha Leon,Koren Ellis
5/7/2015,4815-0021,"NEWMONT - LONG CANYON CIC PROCESS , GEO ",ELKO,NV,69.19196199,53493.2306,8.978328049,35913.3122,118758.273,1716.35938,4000,0.495362371,22.84571075,0,0,0,23.54318237,21.71314049,0,0,STEFANIE.HANKS,Chris Cline,Customer List
5/14/2015,4815-0022,"CHURCHILL COUNTY HIGH SCHOOL								",FALLON,NV,20.66095018,15881.2299,2.648386717,3310.483396,30087.0608,1456.228321,1250,0,0,0,19.15284538,0,0,0,0,0,STEFANIE.HANKS,Chris Cline,Bill Tutty
5/15/2015,4815-0023,CINEMARK MEADOWOOD MALL XD14,RENO,NV,71.25936007,53726.5205,6.732874438,16125.31844,93807.2445,1316.419968,2395.0125,0.581894875,27.04687691,12.52954006,25.587677,0,0,0,0,0,TIFFANY.MORRIS,Chris Cline,Sheri Woolsey
5/22/2015,4815-0024,"TESLA FIRE CAMMAND CENTER								",SPARKS,NV,4.217083693,3317.083,0.299856097,1070.846212,5496.7702,1303.452955,3571.2004,0,0,0,3.802778244,0,0,0,0,0,STEFANIE.HANKS,Chris Cline,Koren Ellis
6/8/2015,4815-0025,NORTH VALLEY COMMERCE ,RENO,NV,1063.339628,827927.8547,115.8940945,105657.5747,1465025.336,1377.758618,911.6735,0,0,226.7013092,387.9309082,0,374.0715332,33.01469421,0,0,JAIMIE.WALLACE,Chris Cline,Bill Tutty
6/10/2015,4815-0026,WNS SHOWROOM,SPARKS,NV,6.321472495,4682.3552,0.746327311,1536.173409,8851.2988,1400.195731,2058.310592,0,3.813698053,0,0,0.718060017,0.603433728,0,0,0,JAIMIE.WALLACE,Chris Cline,Jason Sibley 
6/25/2015,4815-0027,BARRICK FILTRATION BUILDING,CARLIN,NV,3.713363856,2794.9592,0.388257533,1125.946847,5260.2822,1416.581408,2900,0,0,3.34151125,0,0,0,0,0,0,HEIDI.MCALEXANDER,Chris Cline,Customer List
10/20/2015,4815-0029,11158 ATLAS B ,RENO ,NV,0.718738705,541.7116,0.120278291,0,934.5743,1300.297721,0,0,0.223221064,0.495517641,0,0,0,0,0,0,TIFFANY.MORRIS,Inside,Inside
7/1/2015,4815-0030,AVK - BUDGET,MINDEN,NV,0.657814607,488.7601,0.097118527,1942.370534,2766.1496,4205.059557,20000,0,0.564804077,0,0,0,0,0,0,0,CHRIS.CLINE,Chris Cline,Chris Cline
7/13/2015,4815-0031,MESA RIM CLIMBING & FITNESS CENTER,RENO,NV,21.90077938,17377.227,3.057181597,4585.772395,31999.1756,1461.097573,1500,0,0,0,0,0,21.30621338,0,0,0,HEIDI.MCALEXANDER,Chris Cline,Customer List
7/29/2015,4815-0032,"BARRICK TR WTP				",WINNEMUCCA,NV,15.93624241,13759.7985,7.046003819,19728.81069,62347.623,3912.31643,2800,0,0,0,0,0,0,15.75423241,0,0,STEFANIE.HANKS,Chris Cline,Customer List
8/7/2015,4815-0033,"RIDING ARENA				",WELLS,NV,101.6288294,124249.5094,22.88511658,114425.5829,342985.8173,3374.88702,5000,0,0,0,0,0,0,100.6945114,0,0,STEFANIE.HANKS,Chris Cline,Customer List
8/11/2015,4815-0034,"THE E.L. WEIGAND FITNESS CENTER								",RENO,NV,62.03884315,47795.928,13.54629898,172342.7495,294083.1819,4740.307313,12722.4971,0,0,0,32.75790787,0,0,24.60775185,0,0,STEFANIE.HANKS,Chris Cline,Jason Sibley 
8/13/2015,4815-0035,NAS FALLON AIR WING ,FALLON ,NV,16.82498658,12612.6585,1.987140417,4967.851043,24344.7692,1446.941374,2500,0,10.35051346,2.21633935,2.49730444,0,0,0,0,0,TIFFANY.MORRIS,Chris Cline,Jason Sibley 
8/17/2015,4815-0036,SPANISH SPRINGS CORP. PARK BLDG. #2,SPANISH SPRINGS,NV,563.1997664,411295.3579,63.37457848,89973.70148,869925.7329,1544.613093,1419.712819,0,0,210.7766876,114.4946594,0,211.6734161,0,0,0,JAIMIE.WALLACE,Chris Cline,Bill Tutty
8/25/2015,4815-0037,"REGENCY RANCH AMENITY								",RENO ,NV,22.91162859,21902.7217,3.832525365,9581.313413,65101.1503,2841.402131,2500,0.35085091,8.608212471,0,0,0,0.232357576,11.89447594,0,0,STEFANIE.HANKS,Chris Cline,Bill Tutty
9/2/2015,4815-0038,MAVERIK ,SPRING CREEK,NV,7.604494203,5612.7974,0.765799202,2351.852149,10676.6158,1403.987631,3071.108121,0,0,5.930305004,0.524770677,0,0,0,0,0,TIFFANY.MORRIS,Chris Cline,Bill Tutty
9/8/2015,4815-0039,LEES DISCOUNT LIQUOR,WENDOVER,NV,35.23799642,26662.5247,4.610865831,9221.731663,51364.8992,1457.656633,2000,0,21.6378212,0,0,0,10.55992126,0,0,0,TIFFANY.MORRIS,Chris Cline,Sheri Woolsey
9/18/2015,4815-0040,"LOGISTICENTER 395 PHASE 2 BUILDING 1				",RENO,NV,1123.304138,872955.7533,147.779356,591117.424,1966305.034,1750.465407,4000,0,0,154.9490204,490.2081604,0,66.20507813,379.5762024,0,0,STEFANIE.HANKS,Chris Cline,Jason Sibley 
9/29/2015,4815-0041,CREEK CASINO,MINDEN,NV,17.93857145,13419.6033,1.501386285,6756.238282,25393.3117,1415.570452,4500,0,0,16.58408737,0,0,0,0,0,0,DARIEN.SHANNON,Chris Cline,Bill Tutty
9/30/2015,4815-0042,APPLE RENO HUCKLEBERRY,SPARKS,NV,450.716772,342265.7244,53.02925968,212117.0387,734303.2069,1629.189887,4000,0,0,75.07865906,197.4735107,0,142.4199371,0,0,0,DARIEN.SHANNON,Chris Cline,Bill Tutty
10/1/2015,4815-0043,WEBSTAURANT,DAYTON,NV,147.8759897,111376.3477,15.12175035,56327.21941,218986.8031,1480.881403,3724.913988,0,81.42375946,0,0,0,58.24098969,0,0,0,JASON.SIBLEY,Chris Cline,Customer List
10/8/2015,4815-0044,CREEKSIDE - ENTERTAINMENT CENTER,RENO,NV,9.386878252,7073.5457,1.131227255,2262.45451,13224.9308,1408.874223,2000,0,0,8.658373833,0,0,0,0,0,0,DARIEN.SHANNON,Chris Cline,Bill Tutty
10/16/2015,4815-0045,P420 WING TRAINING FACILITY,FALLON,NV,96.87779248,78791.0563,12.18509962,27416.47414,146192.236,1509.037647,2250,0.811573505,1.26536274,24.3653698,29.26109886,0,7.1666646,32.20174408,0,0,JAIMIE.WALLACE,Inside,Milton Figueroa
10/13/2015,4815-0046  ,JAMIE'S TEST,FALLON,NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAMIE.DODSON,Inside,Inside
10/14/2015,4815-0047,ORD062230 HORIZON REHAB,HENDERSON,NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANDREA.REYNOLDS,Inside,Inside
10/22/2015,4815-0048,NDOT HEADQUARTERS HAVC PLANT,CARSON CITY,NV,0.087232269,62.6179,0.007472216,149.444323,2263.597,25949.07844,20000,0.031425953,0,0,0,0,0,0,0,0,DARIEN.SHANNON,Chris Cline,Bill Tutty
10/30/2015,4815-0049,WINNEMUCCA WWTP,WINNEMUCCA,NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HEIDI.MCALEXANDER,Chris Cline,Customer List
11/13/2015,4815-0051,"ELKO SEWER PLANT								",LINDON,UT,1.597731292,1175.4499,0.14502871,1015.200973,2767.6081,1732.211238,7000,0,1.015276551,0,0,0,0,0,0,0,STEFANIE.HANKS,Chris Cline,Bill Tutty
11/13/2015,4815-0052,"ELKO SEWER PLANT								",WEST JORDAN,UT,1.597731292,1134.8759,0.14502871,1015.200973,2727.0341,1706.81648,7000,0,1.015276551,0,0,0,0,0,0,0,STEFANIE.HANKS,Chris Cline,Bill Tutty
11/14/2015,4815-0053,"ELKO SEWER PLANT								",ELKO,NV,1.25710392,879.0552,0.14502871,1015.200973,2420.1193,1925.154525,7000,0,1.015276551,0,0,0,0,0,0,0,STEFANIE.HANKS,Chris Cline,Bill Tutty
11/17/2015,4815-0054,WASHOE MEDICAL EXAMINER,WASHOE ,NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STEFANIE.HANKS,Chris Cline,Customer List
11/19/2015,4815-0055,"TOP NOTCH DISTRIBUTORS INC ADDITION					",CARSON CITY ,NV,39.50877177,28301.9964,4.912146807,6552.843629,52715.0552,1334.26206,1334.0081,0,21.32408905,0,0,0,15.50398064,0,0,0,STEFANIE.HANKS,Chris Cline,Jason Sibley 
11/19/2015,4815-0056,"WR TECH PARK								",RENO,NV,58.38547325,40918.0363,5.693411052,19082.64026,80383.2328,1376.767684,3351.706049,0,0,31.16278839,3.685210228,0,13.26111031,0,0,0,STEFANIE.HANKS,Chris Cline,Bill Tutty
11/19/2015,4815-0057,"WR TECH PARK								",GARDNERVILLE,NV,58.38547325,40918.0363,5.693411052,15391.63631,76692.2288,1313.549836,2703.412097,0,0,31.16278839,3.685210228,0,13.26111031,0,0,0,STEFANIE.HANKS,Chris Cline,Bill Tutty
11/20/2015,4815-0058,SOMERSET ACADEMY SKY POINTE CAMPUS HS PH,LAS VEGAS,NV,7.181358457,5042.0441,0.837584257,2093.960643,12087.3239,1683.152843,2500,0,5.882638454,0,0,0,0,0,0,0,STEFANIE.HANKS,Chris Cline,Sheri Woolsey
11/30/2015,4815-0059,"ASCAYA CLUB COMMUNITY RECREATION BLDG.		",HENDERSON,NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STEFANIE.HANKS,Chris Cline,Lani Fabel
12/7/2015,4815-0060,"BENTLY HERITAGE ESTATE DISTILLERY							",MINDEN,NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STEFANIE.HANKS,Chris Cline,Inside
12/8/2015,4815-0061,FED EX GROUND- RENO,RENO,NV,614.9136074,449201.9429,77.43543816,199405.9963,905803.9743,1473.05892,2575.125822,0,0,196.9256744,156.7882996,0,229.3892822,0,0,0,STEFANIE.HANKS,Chris Cline,Chris Cline
12/8/2015,4815-0062,TRUCKEE MEADOWS WRF,RENO,NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STEFANIE.HANKS,Chris Cline,Customer List
12/8/2015,4815-0063,"JNG PROPERTIES - GREENHALGH						",RENO,NV,13.31202739,9547.1436,1.231818199,5173.636436,27090.973,2035.074914,4200,0,0,0,12.05924606,0,0,0,0,0,STEFANIE.HANKS,Chris Cline,Bill Tutty
12/9/2015,4815-0064,"PETCO PAD 15								",SPARKS,NV,19.06429625,13203.5154,1.488496184,7442.480922,26101.2157,1369.115092,5000,0,16.12508774,0,0,0,0,0,0,0,STEFANIE.HANKS,Chris Cline,Bill Tutty
12/18/2015,4815-0066,RALSTON ,RENO,NV,11.10039419,7797.4216,1.632739514,3390.981659,19629.4116,1768.352661,2076.866291,1.098699689,5.081279278,3.990309954,0,0,0,0,0,0,TIFFANY.MORRIS,Chris Cline,Bill Tutty
12/29/2015,4815-0067,FERNLEY DODGE,FERNLEY,NV,9.741544001,6689.3477,1.035487022,2350.537519,13098.1869,1344.569906,2269.982596,0.0658518,6.057219028,0,0,0,0,0,0,0,JAIMIE.WALLACE,Chris Cline,Lani Fabel
1/5/2016,4816-0001,WEBSTAURANT,DAYTON,NV,231.0816582,164316.2148,25.72353268,47626.31438,300882.4237,1302.061038,1851.468652,0,0,117.1764526,30.91124535,0,57.56467056,0,0,0,TIFFANY.MORRIS,Chris Cline,Bill Tutty
1/7/2016,4816-0002,TESLA,SPARKS,NV,4758.31446,3518393.896,492.0261726,1968104.691,7107061.648,1493.609072,4000,0,0,0,3739.387207,0,66.04219818,952.3754272,0,0,JAIMIE.WALLACE,Chris Cline,Chris Cline
1/13/2016,4816-0003,FERNLEY DODGE,FERNLEY ,NV,9.984695666,6231.9254,1.053510513,3087.330047,13433.43,1345.402048,2930.5166,0.0658518,6.300370693,0,0,0,0,0,0,0,JAIMIE.WALLACE,Chris Cline,Lani Fabel
1/19/2016,4816-0004,DECEUNINCK,FERNLEY ,NV,174.8892832,112770.461,20.58760886,41175.21772,223206.4951,1276.273143,2000,0,1.375256419,0,115.1467438,0,50.35312653,0,0,0,JAIMIE.WALLACE,Chris Cline,Sheri Woolsey
1/22/2016,4816-0005,OLD DOMINION COMPARISON,FALLON,NV,26.09495232,17267.2498,3.925602168,9649.242461,39742.3454,1522.989769,2458.028615,0,3.756258488,0,0,0,21.75626183,0,0,0,HEIDI.MCALEXANDER,Chris Cline,Customer List
2/3/2016,4816-0006,CONCO ,SPARKS,NV,776.6624107,507200.8382,89.89627719,55447.09375,867073.1146,1116.40927,616.7896545,0,0,420.6917419,32.89345551,0,280.1535645,0,0,0,TIFFANY.MORRIS,Chris Cline,Bill Tutty
2/3/2016,4816-0007,LEES DISCOUNT LIQUOR,WENDOVER,NV,35.40691407,23060.4658,4.638786077,12692.23872,51319.9,1449.431597,2736.1121,0,21.6378212,0,0,0,10.72883892,0,0,0,HEIDI.MCALEXANDER,Chris Cline,Sheri Woolsey
2/3/2016,4816-0008,P420 WING TRAINING FACILITY ROOF & FLOOR,FALLON,NV,88.77855074,62847.8406,11.07620527,27239.8124,126474.7862,1424.609719,2459.309099,0.811573505,1.26536274,25.14872932,27.5451622,0,0,32.20174408,0,0,HEIDI.MCALEXANDER,Chris Cline,Milton Figueroa
2/8/2016,4816-0009,PERSHING COUNTY ARCHIVES BLDG ,LOVELOCK,NV,1.439971119,925.6334,0.291049853,876.3658628,2802.8505,1946.462997,3011.050698,0.492782265,0.556544662,0,0,0,0,0,0,0,TIFFANY.MORRIS,Chris Cline,Koren Ellis
2/8/2016,4816-0010,CORP OFFICE STORAGE ,RENO ,NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TIFFANY.MORRIS,Dale Hansen,Dale Hansen
2/11/2016,4816-0011,SAGE RIDGE SCHOOL STEAM ENGINE BLDG ,RENO,NV,6.55643487,4101.514,0.541999936,2709.999681,9011.5891,1374.464824,5000,0,0,5.036932468,0,0,0,0,0,0,TIFFANY.MORRIS,Chris Cline,Koren Ellis
2/10/2016,4816-0012,SCANNELL PROPERTIES,RENO,NV,718.5615397,464136.0678,73.04859114,68665.67567,781411.8352,1087.466824,940,0,361.5863037,104.9507141,13.10749054,0,207.4011993,0,0,0,JAIMIE.WALLACE,Chris Cline,Bill Tutty
2/11/2016,4816-0014,CITY OF ELKO WRF TRUCK,WEST JORDAN,UT,1.466362864,942.6796,0.14502871,1227.098535,2727.03,1859.723856,8461.0732,0,1.015276551,0,0,0,0,0,0,0,HEIDI.MCALEXANDER,Chris Cline,Bill Tutty
2/15/2016,4816-0015,MAVERIK #509,ELKO,NV,6.740865603,4256.2518,0.571386337,2171.204448,8455.2387,1254.325364,3799.888632,0,0,3.578685522,2.477509022,0,0,0,0,0,TIFFANY.MORRIS,Chris Cline,Customer List
2/16/2016,4816-0016,MARMOT DISTRIBUTION CENTER ,RENO,NV,6.236475945,3926.7805,0.82802242,2070.056051,11753.7061,1884.671119,2500,0,6.236475945,0,0,0,0,0,0,0,TIFFANY.MORRIS,Dan Mahlan,Dan Mahlan
2/23/2016,4816-0017,DECEUNINCK MEZZANINE,FERNLEY,NV,4.642487943,2942.4835,0.525909126,1604.022834,6320.6562,1361.480369,3050,0,0,4.350277424,0,0,0,0,0,0,DARIEN.SHANNON,Chris Cline,Darien Shannon
3/2/2016,4816-0018,SANDHILL BLDGS A & B. STH VALLEY COMM,RENO,NV,339.1782208,228000.2408,41.75377703,8893.554507,376599.0152,1110.327822,213,0,0,75.12611389,126.4787064,0,25.34234428,97.8667984,0,0,JAIMIE.WALLACE,Chris Cline,Lani Fabel
2/20/2017,4816-0018A ,SANDHILL BLDGS A & B STH VALLEY COMM,RENO,NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAMIE.DODSON,Inside,Inside
3/3/2016,4816-0019,CHURCHILL COUNTY DETENTION CENTER,FALLON,NV,26.85747065,17015.0536,2.403128482,6007.821206,31918.968,1188.457707,2500,0.118632264,15.0160923,4.742017269,0,0,1.183765531,0,0,0,HEIDI.MCALEXANDER,Chris Cline,Jason Sibley 
3/7/2016,4816-0020,YORK RESIDENCE ,RENO,NV,13.74559721,8897.7611,2.186143458,1748.914766,17930.5933,1304.460841,800,5.629903316,6.991462231,0,0,0,0,0,0.194126397,0,TIFFANY.MORRIS,Chris Cline,Jason Sibley 
3/8/2016,4816-0021,MILAN INDUSTRIAL CENTER,STOREY COUNTY,NV,897.0041341,600816.1034,105.271096,13560.76993,969652.1696,1080.989633,128.8176,0,0,505.6907043,0,0,333.4833984,14.8189621,0,0,HEIDI.MCALEXANDER,Chris Cline,Lani Fabel
3/8/2016,4816-0022,TESLA NORTH EXPANSION ,SPARKS,NV,3836.726944,2655322.828,493.2372894,123309.3224,4402863.243,1147.557099,250,0,0,0,1262.654175,0,0,2451.036133,0,0,TIFFANY.MORRIS,Chris Cline,Customer List
3/10/2016,4816-0023,240 GENTRY REMODEL,RENO,NV,3.220680982,2047.5868,0.350530297,876.3257414,4158.2194,1291.099436,2500,0,0,2.769594669,0,0,0,0,0,0,JAIMIE.WALLACE,Chris Cline,Andrea Reynolds
3/17/2016,4816-0024,MAVERIK #523,WINNEMUCCA,NV,7.950441882,5095.2252,0.76122345,2283.670351,10046.3699,1263.624091,3000,0,0,4.398855209,2.697148085,0,0,0,0,0,TIFFANY.MORRIS,Chris Cline,Jason Sibley 
3/23/2016,4816-0025,HOBEYS,RENO,NV,13.9039613,8778.2803,1.630681753,2935.227156,17425.838,1253.300237,1800,0,0,12.44563103,0,0,0,0,0.528225005,0,TIFFANY.MORRIS,Chris Cline,Bill Tutty
3/28/2016,4816-0026,GOLDEN VALLEY BLDGS A & B,RENO,NV,91.4581404,60051.1576,9.149591804,20038.38301,111828.4414,1222.728135,2190.084917,0,0,44.81562424,10.49109554,0,21.82109261,5.495747566,0,0,JAIMIE.WALLACE,Chris Cline,Lani Fabel
3/29/2016,4816-0027,BEDROSIANS TILE AND STONE ,RENO,NV,80.05184533,54274.6434,8.117809236,18697.92489,102933.8286,1285.839548,2303.321542,0,0,7.119376183,51.38439178,0,0,16.19919395,0,0,JAIMIE.WALLACE,Chris Cline,Sheri Woolsey
3/29/2016,4816-0028,HOBEYS - GALVANIZER,LINDON,UT,47.53585422,29976.7903,3.436363697,14432.72753,58390.832,1228.353481,4200,0,0,40.41458511,0,0,0,0,3.453999996,0,TIFFANY.MORRIS,Chris Cline,Bill Tutty
3/31/2016,4816-0029,WOOD ROGERS OFFICE BLDG ,RENO,NV,8.499136209,5508.7369,1.706780195,1706.780195,16247.5764,1911.673845,1000,0,0,0,5.957568645,0,0,0,0,0,TIFFANY.MORRIS,Chris Cline,Bill Tutty
8/22/2016,4816-0030R ,FED EX GROUND #895 *WN*,SPARKS,NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAMIE.DODSON,Inside,Inside
8/31/2016,4816-0030R2,FED EX GROUND #895 **WN**,SPARKS,NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAMIE.DODSON,Inside,Inside
4/19/2016,4816-0031,HAY BARN,EUREKA,NV,3.550508231,2279.1024,0.271499991,2714.999914,6058.99,1706.513436,10000,0,0,2.960022926,0,0,0,0,0,0,CHRIS.CLINE,Chris Cline,Chris Cline
4/21/2016,4816-0032,SIERRA CENTER BEHAVIORAL ,RENO,NV,17.43826854,11060.6692,1.67531492,4744.390865,23120.768,1325.863743,2831.93972,0.113260314,11.1645422,1.819167495,1.011647582,0,0,0,0,0,TIFFANY.MORRIS,Chris Cline,Bill Tutty
4/21/2016,4816-0033,TESLA GIGAFACTORY EXPANSION ,SPARKS,NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TIFFANY.MORRIS,Chris Cline,Sheri Woolsey
4/25/2016,4816-0034,MARY'S GONE CRACKERS,RENO ,NV,614.4014363,461094.6191,67.59802246,14533.46667,712622.2324,1159.864203,214.9984,0,0,295.6796875,64.41204834,0,175.3824158,58.30615616,0,0,JAIMIE.WALLACE,Chris Cline,Lani Fabel
4/25/2016,4816-0035,308 N. CURRY ST.,CARSON CITY,NV,11.07280064,8138.9678,1.679295301,3358.590603,19195.2681,1733.551315,2000,0,0,0,0,0,11.07280064,0,0,0,DARIEN.SHANNON,Chris Cline,Darien Shannon
4/25/2016,4816-0036,EDGEWORTH VOLLEY FACILITY,HENDERSON,NV,28.66061245,21721.3549,4.334421307,11545.97899,50839.4779,1773.844784,2663.787891,1.325535417,7.57781744,0,0,0,17.60583305,0,0,0,JAIMIE.WALLACE,Chris Cline,Jason Sibley 
5/2/2016,4816-0037,LOVES COUNTRY STORE #691,ELY ,NV,11.78238714,8717.4543,1.328159128,1328.159128,15032.6397,1275.85688,1000,0.025897773,9.876076698,0,0,0,0,0,0.379956007,0,TIFFANY.MORRIS,Chris Cline,Bill Tutty
5/5/2016,4816-0038,LOGISTICENTER @ I-80 WEST BLDG 1 & 2,RENO,NV,307.3764127,230932.9465,34.3651191,0,353008.3243,1148.456127,0,0,0,161.9913635,22.55117416,0,99.93078613,5.519753456,0,0,JAIMIE.WALLACE,Chris Cline,Lani Fabel
5/10/2016,4816-0039,HOBEYS CASINO ADDITION,SUN VALLEY,NV,27.39366183,20216.1419,2.437272578,10019.21529,38976.9678,1422.846206,4110.830844,0,0,4.895154953,20.991745,0,0,0,0,0,JAIMIE.WALLACE,Chris Cline,Bill Tutty
5/10/2016,4816-0040,THE STANDARD ,RENO,NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TIFFANY.MORRIS,Chris Cline,Customer List
5/17/2016,4816-0041,DUCKWATER MEDICAL,DUCKWATER,NV,2.237963438,1658.2437,0.409660578,4096.605778,12228.2708,5464.017236,10000,0,0,0,0,0,0,1.691133976,0,0,HEIDI.MCALEXANDER,Chris Cline,Koren Ellis
5/18/2016,4816-0042,WHITE PINE HIGH SCHOOL - ANNEX,ELY,NV,15.87350598,11799.8457,1.253251389,3014.259484,21366.0999,1346.022733,2405.151521,1.184301257,0,0,13.87473869,0,0,0,0,0,HEIDI.MCALEXANDER,Chris Cline,Bill Tutty
5/19/2016,4816-0043,FALLON SOF TACTICAL,FALLON,NV,75.14566174,57170.2234,16.3791928,128489.4591,288504.1846,3839.266006,7844.675904,0,0.935735345,1.282156944,1.077459574,0,0,47.29405212,0,0,TIFFANY.MORRIS,Chris Cline,Bill Tutty
5/20/2016,4816-0044,TESLA HAZ MAT ,SPARKS ,NV,4.990633585,3890.6746,0.697149575,1917.161331,8276.6541,1658.437543,2750,0,0,0,4.533155918,0,0,0,0,0,JAIMIE.WALLACE,Chris Cline,Bill Tutty
5/20/2016,4816-0045,HUCKLEBERRY PHASE,RENO,NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HEIDI.MCALEXANDER,Bob Stearns,Customer List
5/24/2016,4816-0046,PROJECT HUCKLEBERRY PHASE 2,SPARKS,NV,149.4632787,118406.179,18.35093236,33866.62915,221367.4129,1481.082275,1845.4991,0,0,70.34976196,14.28879452,0,51.25561142,0,0,0,DARIEN.SHANNON,Bob Stearns,Customer List
6/6/2016,4816-0047,STARBUCKS,MINDEN,NV,764.9358316,632074.7692,116.5413208,466165.2832,1502100.28,1963.694493,4000,0,471.669281,0,18.81089592,0,212.5783234,0,0,0,HEIDI.MCALEXANDER,Chris Cline,Customer List
