Job Number,Job Name,Customer,Sold,Cust Number,J.QTY(Base),Grd.QTY(Base),J.Tons(Base),J.Sell Price(Base),BOJ.Sell Price(Base),D.Tons(Base),D.Sell Price(Base),BOD.Sell Price(Base),BOCstBms QTY(Base),BOCstBms Sell Price(Base),J.QTY(Alt),Grd.QTY(Alt),J.Tons(Alt),J.Sell Price(Alt),BOJ.Sell Price(Alt),D.Tons(Alt),D.Sell Price(Alt),BOD.Sell Price(Alt),BOCstBms QTY(Alt),BOCstBms Sell Price(Alt),J.QTY(Ded),Grd.QTY(Ded),J.Tons(Ded),J.Sell Price(Ded),BOJ.Sell Price(Ded),D.Tons(Ded),D.Sell Price(Ded),BOD.Sell Price(Ded),BOCstBms QTY(Ded),BOCstBms Sell Price(Ded),J.Tons Sold,D.Tons Sold,BOCstBms.Tons Sold,J. Sold Amnt,D. Sold Amnt,BOCstBms. Sold Amnt,SalesPerson,TakeOffPerson,Quote SalesPerson,Quote TakeOffPerson,BO Deck Sell.,BO Deck Profit,Quote Page Tot.,City,State,Job Last Changed,Quote DSM
4317-0136,LA FITNESS ,PARADIGM STEEL FABRICATORS,No,705,137,11,52.18,64951.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,John Degidio,Koren Ellis,0,0,64951.29,TEMECULA,CA,3/24/2017,John Degidio
4317-0136,LA FITNESS ,"FIERRO ENTERPRISES, INC.",No,773,137,11,52.18,64951.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,John Degidio,Koren Ellis,0,0,64951.29,TEMECULA,CA,3/24/2017,John Degidio
4317-0136,LA FITNESS ,CROSS STEEL,No,1232,137,11,52.18,64951.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,John Degidio,Koren Ellis,0,0,64951.29,TEMECULA,CA,3/24/2017,John Degidio
4317-0137,6TH & HERMOSA DEVELOPMENT ,"DUKE PACIFIC, INC.",No,114,251,29,136.36,195065.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,John Degidio,Milton Figueroa,0,0,195065.6,RANCHO CUCAMONGA,CA,3/28/2017,John Degidio
4317-0137,6TH & HERMOSA DEVELOPMENT ,R & A ROOF STRUCTURES,No,696,251,29,136.36,195065.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,John Degidio,Milton Figueroa,0,0,195065.6,RANCHO CUCAMONGA,CA,3/28/2017,John Degidio
4317-0138,TASTEFUL SELECTIONS ADDITION ,GEM BUILDINGS,No,22,75,8,13.57,22345.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,John Degidio,Sheri Woolsey,0,0,22345.39,ARVIN,CA,3/24/2017,Chris Cline
4317-0139,SRG MORENO VALLEY INDUSTRIAL INDIAN ST,"PANELIZED STRUCTURES, INC",No,10,1138,126,602.38,841800.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,John Degidio,Milton Figueroa,0,0,841800.57,MORENO VALLEY ,CA,4/17/2017,Martha Leon
4317-0139,SRG MORENO VALLEY INDUSTRIAL INDIAN ST,"DUKE PACIFIC, INC.",No,114,2276,252,1204.76,1683601.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,John Degidio,Milton Figueroa,0,0,1683601.12,MORENO VALLEY ,CA,4/17/2017,John Degidio
4317-0089,GREAT OAK HS POOL BLDG ,MCINTYRE METAL DECKING ,No,1023,0,0,0,0,0,10.04,13929.28,38435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,John Degidio,Customer List,0,0,52364.28,TEMECULA,CA,2/16/2017,John Degidio
4317-0090,AMC ,INFINITY METALS INC,No,1006,0,0,0,0,0,35.17,39436.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,John Degidio,Customer List,0,0,39436.61,TUSTIN,CA,2/16/2017,John Degidio
4317-0091,MAJESTIC FREEWAY BUSINESS CENTER BLDG 10,"PANELIZED STRUCTURES, INC",No,10,1483,180,779.38,1210867.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,John Degidio,Darien Shannon,0,0,1210867.36,RIVERSIDE,CA,2/17/2017,Martha Leon
4317-0092,CVS #10663 ,SMITH IRONWORKS,No,612,92,0,18.31,26312.57,0,17.57,19230.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,John Degidio,Koren Ellis,0,0,45543.12,LOS ANGELES,CA,4/3/2017,John Degidio
4317-0092,CVS #10663 ,PARADIGM STEEL FABRICATORS,No,705,92,0,18.31,26312.57,0,17.57,19230.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,John Degidio,Koren Ellis,0,0,45543.12,LOS ANGELES,CA,4/3/2017,John Degidio
4615-0136,HANSEN RICE PROJECT,"STEEL ENCOUNTERS, INC",No,2,145,7,42,62574.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Chris Cline,Customer List,0,0,62574.68,TURLOCK,CA,1/19/2016,Chris Cline
4615-0167,"WHOLE FOODS - WALNUT CREEK								",TECHNICAL STEEL CONST. INC.,No,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,0,WALNUT CREEK,CA,3/21/2016,Johnny Martinez
4615-0177,CVS #09801,TECHNICAL STEEL CONST. INC.,No,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,0,CLOVIS,CA,2/3/2016,Johnny Martinez
4615-0208,DBI BEVERAGE WAREHOUSE BLDG. A,"PANELIZED STRUCTURES, INC",No,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,0,SAN JOSE,CA,5/9/2016,Martha Leon
4615-0208,DBI BEVERAGE WAREHOUSE BLDG. A,"PANELIZED STRUCTURES, INC",No,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Martha Leon,Martha Leon,0,0,0,SAN JOSE,CA,5/9/2016,Martha Leon
4615-0235,SERRAMONTE CENTER,"TRIAD STEEL SERVICES, INC",No,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,0,DALY CITY,CA,3/18/2016,Mike Powell 
4615-0252,AERATION SYSTEM REPLACEMENT,PARAMOUNT METAL AND SUPPLY,No,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,0,PARAMOUNT,CA,6/30/2016,
4615-0253,ALMADEN CITY SPORTS CLUB,KD STEEL INC,No,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,0,SAN JOSE,CA,2/23/2016,Bob Stearns
4615-0262,DICKS SPORTING GOODS,"SUBURBAN STEEL, INC.",No,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,0,MORGAN HILL,CA,4/5/2016,Martha Leon
4615-0262,DICKS SPORTING GOODS,"SUBURBAN STEEL, INC.",No,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Milton Figueroa,0,0,0,MORGAN HILL,CA,4/5/2016,Martha Leon
4615-0201,US COLD STORAGE PHASE 1-REFRIG DIST CTR,KD STEEL INC,No,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,0,SACRAMENTO,CA,5/3/2016,Bob Stearns
4615-0201,US COLD STORAGE PHASE 1-REFRIG DIST CTR,KD STEEL INC,No,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Milton Figueroa,0,0,0,SACRAMENTO,CA,5/3/2016,Bob Stearns
4615-0268,SACRAMENTO REGIONAL WWTP ,"STEEL ENCOUNTERS, INC",No,2,30,0,4.79,7888.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Lani Fabel,0,0,7888.54,SACRAMENTO ,CA,2/11/2016,Chris Cline
4615-0272,DOLLAR TREE PHASE 3 EXP,"S&H WELDING, INC.",No,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,0,STOCKTON ,CA,3/16/2016,Johnny Martinez
4615-0272,DOLLAR TREE PHASE 3 EXP,"S&H WELDING, INC.",No,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Johnny Martinez,0,0,0,STOCKTON ,CA,3/16/2016,Johnny Martinez
4615-0278,NATOMAS POINTE PLAZA BLDG B ,"JD2, INC.",No,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,0,SACRAMENTO ,CA,6/1/2016,Johnny Martinez
4615-0293,CVS #09872,BERGER STEEL CORP.,No,380,137,5,28.82,39317.26,0,30.62,43169.22,17705.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Milton Figueroa,0,0,100191.73,SEBASTOPOL,CA,6/17/2016,Johnny Martinez
4615-0293,CVS #09872,"PROJECT STEEL COMPANY, INC.",No,748,137,5,28.82,39317.26,0,30.62,43169.22,17705.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Milton Figueroa,0,0,100191.73,SEBASTOPOL,CA,6/17/2016,John Degidio
4615-0293,CVS #09872,TECHNICAL STEEL CONST. INC.,No,766,137,5,28.82,39317.26,0,30.62,43169.22,17705.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Milton Figueroa,0,0,100191.73,SEBASTOPOL,CA,6/17/2016,Johnny Martinez
4616-0001,ABCO LABORATORIES INC,"PANELIZED STRUCTURES, INC",No,10,372,0,112.92,141940.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Koren Ellis,0,0,141940.99,FAIRFIELD ,CA,10/11/2016,Martha Leon
4616-0001,ABCO LABORATORIES INC,"PACIFIC ERECTORS, INC.",No,69,372,0,112.92,168830.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Koren Ellis,0,0,168830.32,FAIRFIELD ,CA,10/11/2016,Johnny Martinez
4616-0001,ABCO LABORATORIES INC,SPANDA INDUSTRIAL,No,905,372,0,112.92,141940.99,0,0,0,0,0,0,372,0,112.64,137943.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Koren Ellis,0,0,279884.49,FAIRFIELD ,CA,10/11/2016,Johnny Martinez
4616-0002,PROLOGIS HAYWARD,"JD2, INC.",No,6,686,80,413.58,535944.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Milton Figueroa,0,0,535944.07,HAYWARD,CA,1/12/2016,Johnny Martinez
4616-0002,PROLOGIS HAYWARD,"PANELIZED STRUCTURES, INC",No,10,686,80,413.58,535944.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Milton Figueroa,0,0,535944.07,HAYWARD,CA,1/12/2016,Martha Leon
4616-0002,PROLOGIS HAYWARD,ROOF STRUCTURES,No,152,686,80,413.58,535944.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Milton Figueroa,0,0,535944.07,HAYWARD,CA,1/12/2016,Johnny Martinez
4616-0003,VAN NESS MOB ,HERRICK CORPORATION,No,238,0,0,0,0,0,1030.96,961655.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Sheri Woolsey,0,0,961657,SAN FRANCISCO,CA,1/19/2016,Martha Leon
4616-0006,MERCEDES BENZ OF PALO ALTO ,LB CONSTRUCTION INC.,No,49,18,0,1.19,2928.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Sheri Woolsey,0,0,2928.86,MADERA,CA,1/14/2016,Johnny Martinez
4616-0007,VA SAN JOSE CMMTY. BASED OUTPATIENT CLIN,"STEEL ENCOUNTERS, INC",No,2,144,0,45.97,55563.12,0,83.04,89276.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Sheri Woolsey,0,0,144839.18,SAN JOSE,CA,3/15/2016,Chris Cline
4616-0007,VA SAN JOSE CMMTY. BASED OUTPATIENT CLIN,GAYLE MANUFACTURING,No,96,144,0,45.97,55563.12,0,83.04,89276.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Sheri Woolsey,0,0,144839.18,SAN JOSE,CA,3/15/2016,Johnny Martinez
4616-0007,VA SAN JOSE CMMTY. BASED OUTPATIENT CLIN,SME STEEL CONTRACTORS,No,107,148,0,29.28,43695.3,0,81.87,101930.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Sheri Woolsey,0,0,145627,SAN JOSE,CA,3/15/2016,Chris Cline
4616-0007,VA SAN JOSE CMMTY. BASED OUTPATIENT CLIN,BELL STEEL INC,No,158,148,0,29.28,37995.92,0,81.87,89451.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Sheri Woolsey,0,0,127447.9,SAN JOSE,CA,3/15/2016,Mike Powell 
4616-0007,VA SAN JOSE CMMTY. BASED OUTPATIENT CLIN,B.T. MANCINI COMPANY,No,239,144,0,45.97,55563.12,0,83.04,89276.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Sheri Woolsey,0,0,144839.18,SAN JOSE,CA,3/15/2016,Johnny Martinez
4616-0007,VA SAN JOSE CMMTY. BASED OUTPATIENT CLIN,"KWAN WO IRONWORKS, INC.",No,255,144,0,45.97,55563.12,0,83.04,89276.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Sheri Woolsey,0,0,144839.18,SAN JOSE,CA,3/15/2016,Johnny Martinez
4616-0008,MEZZANINE,A.C.T. METAL DECK SUPPLY,No,150,0,0,0,0,0,16.69,17763.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,John Degidio,Customer List,0,0,17764,SAN JOSE,CA,1/19/2016,
4616-0009,AMERICAS TIRE ,TECHNICAL STEEL CONST. INC.,No,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,0,MERCED,CA,3/11/2016,Johnny Martinez
4615-0092,VALERO,SAN MATEO IRONWORKS`,No,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,0,HAYWARD,CA,2/4/2016,
4615-0131,PASADENA INDUSTRIAL PARK BLDGS ,"DUKE PACIFIC, INC.",No,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Martha Leon,Milton Figueroa,0,0,0,LAKE ELSINORE,CA,8/26/2016,John Degidio
4615-0288,CUSA- HOWE BOUT ARDEN CENTURY XD14,LB CONSTRUCTION INC.,No,49,211,0,94.11,117637.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Sheri Woolsey,0,0,117637.49,SACRAMENTO,CA,12/17/2015,Johnny Martinez
4615-0293,CVS #09872,"STEEL ENCOUNTERS, INC",No,2,137,5,28.82,39317.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Milton Figueroa,0,0,39317.26,SEBASTOPOL,CA,6/17/2016,Chris Cline
4616-0011,CALITHO WAREHOUSE ,ROOF STRUCTURES,No,152,58,8,18.87,29215.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Lani Fabel,0,0,29215.75,CONCORD ,CA,1/25/2016,Johnny Martinez
4616-0012,REYNOLD'S RANCH- MAJORS C & D ***FF***,"STEEL ENCOUNTERS, INC",No,2,145,18,48.68,62926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Milton Figueroa,0,0,62926,LODI,CA,4/27/2016,Chris Cline
4616-0012,REYNOLD'S RANCH- MAJORS C & D ***FF***,LB CONSTRUCTION INC.,No,49,145,18,48.68,62926,0,48.64,54900.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Milton Figueroa,0,0,117826.28,LODI,CA,4/27/2016,Johnny Martinez
4616-0012,REYNOLD'S RANCH- MAJORS C & D ***FF***,WALLIS STEEL,No,94,145,18,48.68,72364.9,0,48.64,63133.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Milton Figueroa,0,0,135498.33,LODI,CA,4/27/2016,Chris Cline
4616-0012,REYNOLD'S RANCH- MAJORS C & D ***FF***,PROSTEEL INC.,No,220,145,18,48.68,61487.16,0,49.96,50880.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Milton Figueroa,0,0,112367.78,LODI,CA,4/27/2016,Bob Stearns
4616-0012,REYNOLD'S RANCH- MAJORS C & D ***FF***,TECHNICAL STEEL CONST. INC.,No,766,145,18,48.68,62926,0,48.64,54900.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Milton Figueroa,0,0,117826.28,LODI,CA,4/27/2016,Johnny Martinez
4616-0013,TRACTOR SUPPLY COMPANY,PROSTEEL INC.,No,220,87,6,26.09,33578.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Koren Ellis,0,0,33578.43,AMERICAN CANYON,CA,1/26/2016,Bob Stearns
4616-0013,TRACTOR SUPPLY COMPANY,NOR CAL FRAMING ,No,938,87,6,26.09,33578.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Koren Ellis,0,0,33578.43,AMERICAN CANYON,CA,1/26/2016,
4616-0014,"DELTA SERVICE DISTRICT BLDG E,R,M,W",B.T. MANCINI COMPANY,No,239,94,0,39.46,50299.34,0,48.39,52209.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Lani Fabel,0,0,102509.24,STOCKTON,CA,1/25/2016,Johnny Martinez
4616-0015,FEDEX HAYWARD,"PANELIZED STRUCTURES, INC",No,10,762,90,397.46,470831.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Martha Leon,Milton Figueroa,0,0,470831.65,HAYWARD,CA,5/25/2016,Martha Leon
4616-0015,FEDEX HAYWARD,ROOF STRUCTURES,No,152,1524,180,785.63,959118.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Martha Leon,Milton Figueroa,0,0,959118.55,HAYWARD,CA,5/25/2016,Johnny Martinez
4616-0016,PINOLE POINT BUS PARK BLDG 3 ,"JD2, INC.",No,6,114,12,55.07,80916.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Martha Leon,Milton Figueroa,0,0,80916.23,RICHMOND,CA,4/12/2016,Johnny Martinez
4616-0016,PINOLE POINT BUS PARK BLDG 3 ,"PANELIZED STRUCTURES, INC",No,10,228,24,110.17,158159.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Martha Leon,Milton Figueroa,0,0,158159.74,RICHMOND,CA,4/12/2016,Martha Leon
4616-0016,PINOLE POINT BUS PARK BLDG 3 ,ROOF STRUCTURES,No,152,228,24,110.17,161160.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Martha Leon,Milton Figueroa,0,0,161160.12,RICHMOND,CA,4/12/2016,Johnny Martinez
4616-0017,HANSEN RICE PROJECT,"STEEL ENCOUNTERS, INC",No,2,148,7,43.36,65135.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Chris Cline,Customer List,0,0,65135.81,TURLOCK,CA,1/25/2016,Chris Cline
4616-0018,PAUL GOODE FIELD ,NUNO IRON & MFG. INC,No,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,0,SAN FRANCISCO,CA,3/21/2016,
4616-0019,PAUL GOODE FIELD - GALVANIZER,NUNO IRON & MFG. INC,No,970,12,0,2.73,4582.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Johnny Martinez,0,0,4582.78,MADERA,CA,1/25/2016,
4616-0020,PAUL GOODE FIELD ,NUNO IRON & MFG. INC,No,970,12,0,2.73,4875.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Johnny Martinez,0,0,4875.38,KING CITY,CA,1/25/2016,
4616-0021,SAN FRANCISCO ART INSTITUTE FORT MASON ,B.T. MANCINI COMPANY,No,239,57,0,35.4,45656.13,0,7.88,10659.2,230318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Sheri Woolsey,0,0,286634,SAN FRANCISCO,CA,2/2/2016,Johnny Martinez
4616-0023,GARDEN ROOF,GEM BUILDINGS,No,22,159,7,112.21,277496.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Chris Cline,Customer List,0,0,277496.08,HAYWARD,CA,2/2/2016,Chris Cline
4616-0024,BEST BUY #685 REMODEL ,RAZCO METAL ,No,953,16,0,7.33,15540.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,John Degidio,Sheri Woolsey,0,0,15540.04,MOUNTAIN VIEW ,CA,2/1/2016,John Degidio
4616-0025,BURGERS AND BREW,MOSER CONCRETE & STEEL ,No,896,84,0,18.77,24135.93,0,12.64,16775.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Johnny Martinez,0,0,40911.6,SACRAMENTO,CA,1/24/2017,Johnny Martinez
4616-0028,SJSU SRAC BUDGET ,"STEEL ENCOUNTERS, INC",No,2,0,0,0,0,0,196.87,276179.02,182454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Chris Cline,Customer List,0,0,458633.02,SAN JOSE,CA,5/26/2016,Chris Cline
4616-0028,SJSU SRAC BUDGET ,GAYLE MANUFACTURING,No,96,406,0,129.48,188570.86,0,364.08,404144.81,172448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Sheri Woolsey,0,0,765163.67,SAN JOSE,CA,5/26/2016,Johnny Martinez
4616-0028,SJSU SRAC BUDGET ,B.T. MANCINI COMPANY,No,239,834,0,297.32,434221.82,0,729.07,776627.9,281676.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Sheri Woolsey,0,0,1492527.67,SAN JOSE,CA,5/26/2016,Johnny Martinez
4616-0028,SJSU SRAC BUDGET ,"KWAN WO IRONWORKS, INC.",No,255,406,0,129.48,188570.86,0,364.08,404144.81,172448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Johnny Martinez,Sheri Woolsey,0,0,765163.67,SAN JOSE,CA,5/26/2016,Johnny Martinez
